Time Stamp;$pressure_measured_ECC$;
10.01.2025 12:10:07;0.67;
10.01.2025 12:10:08;0.68;
10.01.2025 12:10:09;0.68;
10.01.2025 12:10:10;0.67;
10.01.2025 12:10:11;0.68;
10.01.2025 12:10:14;0.68;
10.01.2025 12:10:15;0.67;
10.01.2025 12:10:16;0.69;
10.01.2025 12:10:19;0.69;
10.01.2025 12:10:20;0.68;
10.01.2025 12:10:21;0.68;
10.01.2025 12:10:22;0.69;
10.01.2025 12:10:23;0.7;
10.01.2025 12:10:24;0.69;
10.01.2025 12:10:25;0.7;
10.01.2025 12:10:28;0.7;
10.01.2025 12:10:29;0.71;
10.01.2025 12:10:31;0.71;
10.01.2025 12:10:32;0.7;
10.01.2025 12:10:33;0.71;
10.01.2025 12:10:36;0.71;
10.01.2025 12:10:37;0.72;
10.01.2025 12:10:39;0.72;
10.01.2025 12:10:40;0.73;
10.01.2025 12:10:41;0.72;
10.01.2025 12:10:42;0.73;
10.01.2025 12:10:43;0.73;
10.01.2025 12:10:44;0.72;
10.01.2025 12:10:45;0.73;
10.01.2025 12:10:47;0.73;
10.01.2025 12:10:48;0.75;
10.01.2025 12:10:49;0.74;
10.01.2025 12:10:50;0.73;
10.01.2025 12:10:51;0.74;
10.01.2025 12:10:52;0.74;
10.01.2025 12:10:53;0.75;
10.01.2025 12:10:54;0.74;
10.01.2025 12:10:55;0.74;
10.01.2025 12:10:56;0.73;
10.01.2025 12:10:57;0.74;
10.01.2025 12:10:58;0.74;
10.01.2025 12:10:59;0.75;
10.01.2025 12:11:02;0.75;
10.01.2025 12:11:03;0.76;
10.01.2025 12:11:07;0.76;
10.01.2025 12:11:08;0.77;
10.01.2025 12:11:09;0.76;
10.01.2025 12:11:10;0.76;
10.01.2025 12:11:11;0.77;
10.01.2025 12:11:12;0.76;
10.01.2025 12:11:13;0.76;
10.01.2025 12:11:14;0.77;
10.01.2025 12:11:15;0.77;
10.01.2025 12:11:16;0.76;
10.01.2025 12:11:17;0.77;
10.01.2025 12:11:20;0.77;
10.01.2025 12:11:21;0.78;
10.01.2025 12:11:26;0.78;
10.01.2025 12:11:27;0.79;
10.01.2025 12:11:28;0.79;
10.01.2025 12:11:29;0.78;
10.01.2025 12:11:30;0.78;
10.01.2025 12:11:31;0.79;
10.01.2025 12:11:32;0.79;
10.01.2025 12:11:33;0.8;
10.01.2025 12:11:34;0.79;
10.01.2025 12:11:37;0.79;
10.01.2025 12:11:38;0.81;
10.01.2025 12:11:39;0.8;
10.01.2025 12:11:42;0.8;
10.01.2025 12:11:43;0.81;
10.01.2025 12:11:44;0.8;
10.01.2025 12:11:45;0.8;
10.01.2025 12:11:46;0.81;
10.01.2025 12:11:47;0.81;
10.01.2025 12:11:48;0.8;
10.01.2025 12:11:49;0.81;
10.01.2025 12:11:53;0.81;
10.01.2025 12:11:54;0.82;
10.01.2025 12:11:56;0.82;
10.01.2025 12:11:57;0.81;
10.01.2025 12:11:58;0.82;
10.01.2025 12:12:03;0.82;
10.01.2025 12:12:04;0.83;
10.01.2025 12:12:07;0.83;
10.01.2025 12:12:08;0.84;
10.01.2025 12:12:10;0.84;
10.01.2025 12:12:11;0.83;
10.01.2025 12:12:12;0.83;
10.01.2025 12:12:13;0.84;
10.01.2025 12:12:16;0.84;
10.01.2025 12:12:17;0.85;
10.01.2025 12:12:20;0.85;
10.01.2025 12:12:21;0.86;
10.01.2025 12:12:22;0.85;
10.01.2025 12:12:23;0.86;
10.01.2025 12:12:24;0.85;
10.01.2025 12:12:25;0.85;
10.01.2025 12:12:26;0.87;
10.01.2025 12:12:27;0.86;
10.01.2025 12:12:28;0.86;
10.01.2025 12:12:29;0.87;
10.01.2025 12:12:31;0.87;
10.01.2025 12:12:32;0.86;
10.01.2025 12:12:33;0.86;
10.01.2025 12:12:34;0.87;
10.01.2025 12:12:37;0.87;
10.01.2025 12:12:38;0.88;
10.01.2025 12:12:39;0.87;
10.01.2025 12:12:40;0.87;
10.01.2025 12:12:41;0.88;
10.01.2025 12:12:42;0.87;
10.01.2025 12:12:43;0.87;
10.01.2025 12:12:44;0.88;
10.01.2025 12:12:50;0.88;
10.01.2025 12:12:51;0.89;
10.01.2025 12:12:53;0.89;
10.01.2025 12:12:54;0.88;
10.01.2025 12:12:55;0.89;
10.01.2025 12:12:56;0.9;
10.01.2025 12:13:02;0.9;
10.01.2025 12:13:03;0.91;
10.01.2025 12:13:04;0.89;
10.01.2025 12:13:05;0.9;
10.01.2025 12:13:06;0.91;
10.01.2025 12:13:07;0.92;
10.01.2025 12:13:08;0.91;
10.01.2025 12:13:09;0.91;
10.01.2025 12:13:10;0.92;
10.01.2025 12:13:11;0.91;
10.01.2025 12:13:14;0.91;
10.01.2025 12:13:15;0.92;
10.01.2025 12:13:17;0.92;
10.01.2025 12:13:18;0.91;
10.01.2025 12:13:19;0.92;
10.01.2025 12:13:24;0.92;
10.01.2025 12:13:25;0.93;
10.01.2025 12:13:28;0.93;
10.01.2025 12:13:29;0.94;
10.01.2025 12:13:30;0.92;
10.01.2025 12:13:31;0.94;
10.01.2025 12:13:32;0.93;
10.01.2025 12:13:33;0.94;
10.01.2025 12:13:34;0.94;
10.01.2025 12:13:35;0.93;
10.01.2025 12:13:36;0.94;
10.01.2025 12:13:37;0.94;
10.01.2025 12:13:38;0.95;
10.01.2025 12:13:39;0.94;
10.01.2025 12:13:40;0.94;
10.01.2025 12:13:41;0.95;
10.01.2025 12:13:42;0.96;
10.01.2025 12:13:43;0.95;
10.01.2025 12:13:44;0.96;
10.01.2025 12:13:45;0.95;
10.01.2025 12:13:48;0.95;
10.01.2025 12:13:49;0.94;
10.01.2025 12:13:50;0.96;
10.01.2025 12:13:54;0.96;
10.01.2025 12:13:55;0.97;
10.01.2025 12:13:59;0.97;
10.01.2025 12:14:00;0.98;
10.01.2025 12:14:01;0.98;
10.01.2025 12:14:02;0.97;
10.01.2025 12:14:03;0.97;
10.01.2025 12:14:04;0.98;
10.01.2025 12:14:05;0.97;
10.01.2025 12:14:06;0.97;
10.01.2025 12:14:07;0.98;
10.01.2025 12:14:09;0.98;
10.01.2025 12:14:10;0.99;
10.01.2025 12:14:11;0.99;
10.01.2025 12:14:12;0.98;
10.01.2025 12:14:13;0.99;
10.01.2025 12:14:20;0.99;
10.01.2025 12:14:21;1;
10.01.2025 12:14:22;1;
10.01.2025 12:14:23;0.99;
10.01.2025 12:14:24;0.99;
10.01.2025 12:14:25;1;
10.01.2025 12:14:29;1;
10.01.2025 12:14:30;1.01;
10.01.2025 12:14:32;1.01;
10.01.2025 12:14:33;1;
10.01.2025 12:14:34;1.01;
10.01.2025 12:14:35;1.02;
10.01.2025 12:14:36;1.01;
10.01.2025 12:14:38;1.01;
10.01.2025 12:14:39;1.02;
10.01.2025 12:14:42;1.02;
10.01.2025 12:14:43;1.01;
10.01.2025 12:14:44;1.03;
10.01.2025 12:14:45;1.02;
10.01.2025 12:14:48;1.02;
10.01.2025 12:14:49;1.03;
10.01.2025 12:14:50;1.03;
10.01.2025 12:14:51;1.02;
10.01.2025 12:14:52;1.03;
10.01.2025 12:14:54;1.03;
10.01.2025 12:14:55;1.04;
10.01.2025 12:14:56;1.03;
10.01.2025 12:14:57;1.04;
10.01.2025 12:15:02;1.04;
10.01.2025 12:15:03;1.03;
10.01.2025 12:15:04;1.04;
10.01.2025 12:15:05;1.04;
10.01.2025 12:15:06;1.05;
10.01.2025 12:15:07;1.04;
10.01.2025 12:15:08;1.05;
10.01.2025 12:15:09;1.05;
10.01.2025 12:15:10;1.06;
10.01.2025 12:15:11;1.04;
10.01.2025 12:15:12;1.05;
10.01.2025 12:15:14;1.05;
10.01.2025 12:15:15;1.06;
10.01.2025 12:15:16;1.06;
10.01.2025 12:15:17;1.05;
10.01.2025 12:15:19;1.05;
10.01.2025 12:15:20;1.06;
10.01.2025 12:15:23;1.06;
10.01.2025 12:15:24;1.07;
10.01.2025 12:15:25;1.08;
10.01.2025 12:15:26;1.07;
10.01.2025 12:15:27;1.08;
10.01.2025 12:15:28;1.07;
10.01.2025 12:15:31;1.07;
10.01.2025 12:15:32;1.08;
10.01.2025 12:15:33;1.07;
10.01.2025 12:15:34;1.06;
10.01.2025 12:15:35;1.08;
10.01.2025 12:15:37;1.08;
10.01.2025 12:15:38;1.09;
10.01.2025 12:15:39;1.08;
10.01.2025 12:15:40;1.08;
10.01.2025 12:15:41;1.09;
10.01.2025 12:15:42;1.08;
10.01.2025 12:15:43;1.08;
10.01.2025 12:15:44;1.1;
10.01.2025 12:15:45;1.09;
10.01.2025 12:15:46;1.1;
10.01.2025 12:15:47;1.09;
10.01.2025 12:15:48;1.09;
10.01.2025 12:15:49;1.1;
10.01.2025 12:15:53;1.1;
10.01.2025 12:15:54;1.09;
10.01.2025 12:15:55;1.1;
10.01.2025 12:15:58;1.1;
10.01.2025 12:15:59;1.11;
10.01.2025 12:16:00;1.1;
10.01.2025 12:16:01;1.11;
10.01.2025 12:16:06;1.11;
10.01.2025 12:16:07;1.12;
10.01.2025 12:16:08;1.11;
10.01.2025 12:16:09;1.12;
10.01.2025 12:16:10;1.12;
10.01.2025 12:16:11;1.11;
10.01.2025 12:16:12;1.12;
10.01.2025 12:16:14;1.12;
10.01.2025 12:16:15;1.13;
10.01.2025 12:16:16;1.13;
10.01.2025 12:16:17;1.12;
10.01.2025 12:16:18;1.12;
10.01.2025 12:16:19;1.13;
10.01.2025 12:16:20;1.12;
10.01.2025 12:16:21;1.14;
10.01.2025 12:16:22;1.13;
10.01.2025 12:16:24;1.13;
10.01.2025 12:16:25;1.14;
10.01.2025 12:16:27;1.14;
10.01.2025 12:16:28;1.13;
10.01.2025 12:16:29;1.13;
10.01.2025 12:16:30;1.14;
10.01.2025 12:16:31;1.15;
10.01.2025 12:16:32;1.14;
10.01.2025 12:16:33;1.14;
10.01.2025 12:16:34;1.15;
10.01.2025 12:16:35;1.14;
10.01.2025 12:16:36;1.15;
10.01.2025 12:16:46;1.15;
10.01.2025 12:16:47;1.16;
10.01.2025 12:16:48;1.15;
10.01.2025 12:16:49;1.16;
10.01.2025 12:16:50;1.16;
10.01.2025 12:16:51;1.17;
10.01.2025 12:16:52;1.16;
10.01.2025 12:16:53;1.17;
10.01.2025 12:16:54;1.16;
10.01.2025 12:16:55;1.16;
10.01.2025 12:16:56;1.15;
10.01.2025 12:16:57;1.16;
10.01.2025 12:16:58;1.16;
10.01.2025 12:16:59;1.17;
10.01.2025 12:17:00;1.16;
10.01.2025 12:17:01;1.17;
10.01.2025 12:17:02;1.18;
10.01.2025 12:17:03;1.17;
10.01.2025 12:17:04;1.18;
10.01.2025 12:17:09;1.18;
10.01.2025 12:17:10;1.19;
10.01.2025 12:17:12;1.19;
10.01.2025 12:17:13;1.18;
10.01.2025 12:17:14;1.18;
10.01.2025 12:17:15;1.19;
10.01.2025 12:17:16;1.18;
10.01.2025 12:17:17;1.18;
10.01.2025 12:17:18;1.19;
10.01.2025 12:17:21;1.19;
10.01.2025 12:17:22;1.2;
10.01.2025 12:17:23;1.19;
10.01.2025 12:17:27;1.19;
10.01.2025 12:17:28;1.2;
10.01.2025 12:17:29;1.2;
10.01.2025 12:17:30;1.19;
10.01.2025 12:17:31;1.2;
10.01.2025 12:17:32;1.2;
10.01.2025 12:17:33;1.21;
10.01.2025 12:17:34;1.21;
10.01.2025 12:17:35;1.2;
10.01.2025 12:17:36;1.2;
10.01.2025 12:17:37;1.21;
10.01.2025 12:17:48;1.21;
10.01.2025 12:17:49;1.22;
10.01.2025 12:17:57;1.22;
10.01.2025 12:17:58;1.23;
10.01.2025 12:18:00;1.23;
10.01.2025 12:18:01;1.22;
10.01.2025 12:18:02;1.23;
10.01.2025 12:18:05;1.23;
10.01.2025 12:18:06;1.24;
10.01.2025 12:18:08;1.24;
10.01.2025 12:18:09;1.23;
10.01.2025 12:18:12;1.23;
10.01.2025 12:18:13;1.24;
10.01.2025 12:18:14;1.25;
10.01.2025 12:18:15;1.24;
10.01.2025 12:18:18;1.24;
10.01.2025 12:18:19;1.25;
10.01.2025 12:18:20;1.24;
10.01.2025 12:18:21;1.26;
10.01.2025 12:18:22;1.25;
10.01.2025 12:18:28;1.25;
10.01.2025 12:18:29;1.26;
10.01.2025 12:18:30;1.26;
10.01.2025 12:18:31;1.25;
10.01.2025 12:18:32;1.25;
10.01.2025 12:18:33;1.26;
10.01.2025 12:18:34;1.27;
10.01.2025 12:18:35;1.26;
10.01.2025 12:18:36;1.26;
10.01.2025 12:18:37;1.27;
10.01.2025 12:18:44;1.27;
10.01.2025 12:18:45;1.28;
10.01.2025 12:18:49;1.28;
10.01.2025 12:18:50;1.26;
10.01.2025 12:18:51;1.28;
10.01.2025 12:18:52;1.28;
10.01.2025 12:18:53;1.27;
10.01.2025 12:18:54;1.28;
10.01.2025 12:18:56;1.28;
10.01.2025 12:18:57;1.29;
10.01.2025 12:18:58;1.28;
10.01.2025 12:18:59;1.29;
10.01.2025 12:19:00;1.28;
10.01.2025 12:19:01;1.29;
10.01.2025 12:19:04;1.29;
10.01.2025 12:19:05;1.3;
10.01.2025 12:19:06;1.3;
10.01.2025 12:19:07;1.29;
10.01.2025 12:19:08;1.28;
10.01.2025 12:19:09;1.3;
10.01.2025 12:19:10;1.29;
10.01.2025 12:19:11;1.31;
10.01.2025 12:19:12;1.3;
10.01.2025 12:19:13;1.3;
10.01.2025 12:19:14;1.31;
10.01.2025 12:19:15;1.31;
10.01.2025 12:19:16;1.3;
10.01.2025 12:19:17;1.3;
10.01.2025 12:19:18;1.31;
10.01.2025 12:19:19;1.31;
10.01.2025 12:19:20;1.3;
10.01.2025 12:19:21;1.31;
10.01.2025 12:19:25;1.31;
10.01.2025 12:19:26;1.32;
10.01.2025 12:19:32;1.32;
10.01.2025 12:19:33;1.31;
10.01.2025 12:19:34;1.31;
10.01.2025 12:19:35;1.32;
10.01.2025 12:19:36;1.33;
10.01.2025 12:19:37;1.32;
10.01.2025 12:19:39;1.32;
10.01.2025 12:19:40;1.33;
10.01.2025 12:19:41;1.33;
10.01.2025 12:19:42;1.32;
10.01.2025 12:19:43;1.33;
10.01.2025 12:19:44;1.33;
10.01.2025 12:19:45;1.32;
10.01.2025 12:19:46;1.33;
10.01.2025 12:19:47;1.33;
10.01.2025 12:19:48;1.32;
10.01.2025 12:19:49;1.34;
10.01.2025 12:19:51;1.34;
10.01.2025 12:19:52;1.33;
10.01.2025 12:19:53;1.34;
10.01.2025 12:19:54;1.34;
10.01.2025 12:19:55;1.33;
10.01.2025 12:19:56;1.35;
10.01.2025 12:19:57;1.34;
10.01.2025 12:19:58;1.35;
10.01.2025 12:19:59;1.34;
10.01.2025 12:20:02;1.34;
10.01.2025 12:20:03;1.35;
10.01.2025 12:20:04;1.35;
10.01.2025 12:20:05;1.36;
10.01.2025 12:20:06;1.35;
10.01.2025 12:20:07;1.36;
10.01.2025 12:20:08;1.35;
10.01.2025 12:20:10;1.35;
10.01.2025 12:20:11;1.36;
10.01.2025 12:20:15;1.36;
10.01.2025 12:20:16;1.35;
10.01.2025 12:20:17;1.37;
10.01.2025 12:20:18;1.36;
10.01.2025 12:20:19;1.37;
10.01.2025 12:20:20;1.37;
10.01.2025 12:20:21;1.36;
10.01.2025 12:20:22;1.36;
10.01.2025 12:20:23;1.37;
10.01.2025 12:20:24;1.37;
10.01.2025 12:20:25;1.38;
10.01.2025 12:20:26;1.38;
10.01.2025 12:20:27;1.37;
10.01.2025 12:20:28;1.38;
10.01.2025 12:20:29;1.38;
10.01.2025 12:20:30;1.37;
10.01.2025 12:20:31;1.38;
10.01.2025 12:20:32;1.37;
10.01.2025 12:20:33;1.37;
10.01.2025 12:20:34;1.38;
10.01.2025 12:20:35;1.37;
10.01.2025 12:20:36;1.37;
10.01.2025 12:20:37;1.38;
10.01.2025 12:20:38;1.38;
10.01.2025 12:20:39;1.39;
10.01.2025 12:20:40;1.38;
10.01.2025 12:20:42;1.38;
10.01.2025 12:20:43;1.39;
10.01.2025 12:20:44;1.39;
10.01.2025 12:20:45;1.38;
10.01.2025 12:20:46;1.38;
10.01.2025 12:20:47;1.39;
10.01.2025 12:20:51;1.39;
10.01.2025 12:20:52;1.4;
10.01.2025 12:20:54;1.4;
10.01.2025 12:20:55;1.39;
10.01.2025 12:20:56;1.4;
10.01.2025 12:21:01;1.4;
10.01.2025 12:21:02;1.41;
10.01.2025 12:21:03;1.4;
10.01.2025 12:21:04;1.41;
10.01.2025 12:21:05;1.4;
10.01.2025 12:21:06;1.41;
10.01.2025 12:21:14;1.41;
10.01.2025 12:21:15;1.4;
10.01.2025 12:21:16;1.41;
10.01.2025 12:21:18;1.41;
10.01.2025 12:21:19;1.42;
10.01.2025 12:21:20;1.41;
10.01.2025 12:21:21;1.41;
10.01.2025 12:21:22;1.42;
10.01.2025 12:21:26;1.42;
10.01.2025 12:21:27;1.43;
10.01.2025 12:21:28;1.42;
10.01.2025 12:21:30;1.42;
10.01.2025 12:21:31;1.43;
10.01.2025 12:21:32;1.42;
10.01.2025 12:21:33;1.42;
10.01.2025 12:21:34;1.43;
10.01.2025 12:21:37;1.43;
10.01.2025 12:21:38;1.44;
10.01.2025 12:21:39;1.44;
10.01.2025 12:21:40;1.43;
10.01.2025 12:21:42;1.43;
10.01.2025 12:21:43;1.44;
10.01.2025 12:21:50;1.44;
10.01.2025 12:21:51;1.45;
10.01.2025 12:21:52;1.44;
10.01.2025 12:21:53;1.45;
10.01.2025 12:21:56;1.45;
10.01.2025 12:21:57;1.44;
10.01.2025 12:21:58;1.45;
10.01.2025 12:22:02;1.45;
10.01.2025 12:22:03;1.46;
10.01.2025 12:22:05;1.46;
10.01.2025 12:22:06;1.45;
10.01.2025 12:22:07;1.46;
10.01.2025 12:22:10;1.46;
10.01.2025 12:22:11;1.47;
10.01.2025 12:22:12;1.46;
10.01.2025 12:22:13;1.46;
